,이름,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,구우편번호,신우편번호,경도,위도
308,김밥전통만두 ,김밥전통만두,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 187-99,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 86,120825,3725.0,126.93016740612,37.5656681238578
309,최대감 ,최대감,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 4-94,서울특별시 서대문구 신촌역로,서울특별시 서대문구 신촌역로 37,120833,3777.0,126.941287371283,37.5589655238311
310,백채김치찌개 홍제역점,백채김치찌개,홍제역점,음식,한식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 306-19,서울특별시 서대문구 통일로37길,서울특별시 서대문구 통일로37길 12,120858,3639.0,126.944117688696,37.5877790315785
311,민속주점 ,민속주점,,음식,유흥주점,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 31-13,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 107-29,120020,3739.0,126.966972665831,37.564428109292
312,뚜띠쿠치나 서대문점,뚜띠쿠치나,서대문점,음식,양식,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 332,서울특별시 서대문구 충정로,서울특별시 서대문구 충정로 70,120020,3738.0,126.966345451568,37.5647650148978
313,미타우동 ,미타우동,,음식,분식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 287-216,서울특별시 서대문구 간호대로3길,서울특별시 서대문구 간호대로3길 24-8,120863,3619.0,126.947014166218,37.5959682877139
314,샤브향 ,샤브향,,음식,별식/퓨전요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 717-29,서울특별시 서대문구 홍연길,서울특별시 서대문구 홍연길 77,120827,3695.0,126.930596984025,37.5767908150957
315,청호엄마맛도시락 ,청호엄마맛도시락,,음식,패스트푸드,서울특별시,서대문구,천연동,천연동,서울특별시 서대문구 천연동 4,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 173-4,120040,3734.0,126.962876673999,37.5692127629465
316,짚불집 ,짚불집,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 287-5,서울특별시 서대문구 연희로8길,서울특별시 서대문구 연희로8길 5-3,120830,3725.0,126.930460255688,37.5657698915208
317,연희동백암왕순대 ,연희동백암왕순대,,음식,별식/퓨전요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 122-18,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 13-6,120825,3703.0,126.931031243445,37.5693792142273
318,태화장 ,태화장,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 421-16,서울특별시 서대문구 명지대길,서울특별시 서대문구 명지대길 30,120100,3675.0,126.924729694683,37.5817202416989
319,블랙버드 ,블랙버드,,음식,양식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 330-238,서울특별시 서대문구 통일로39나길,서울특별시 서대문구 통일로39나길 1,120090,3637.0,126.943451245016,37.5884668653178
320,광주식당 ,광주식당,,음식,한식,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 1-308,서울특별시 서대문구 북아현로,서울특별시 서대문구 북아현로 88,120865,3748.0,126.953388340855,37.5645157011139
321,제육대가 ,제육대가,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 3-88,서울특별시 서대문구 명지대7길,서울특별시 서대문구 명지대7길 22,120800,3672.0,126.922024966992,37.5839932106596
322,부페레스트런트 ,부페레스트런트,,음식,부페,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 201-1,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 353,120710,3650.0,126.935000611491,37.5895262212225
323,가마마루이라멘 ,가마마루이라멘,,음식,분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 91-6,서울특별시 서대문구 성산로22길,서울특별시 서대문구 성산로22길 4,120835,3727.0,126.93330997795,37.560407463722
324,건륭산시도삭면 ,건륭산시도삭면,,음식,중식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 31-86,서울특별시 서대문구 명물길,서울특별시 서대문구 명물길 33,120834,3776.0,126.938205511726,37.5583972236137
325,부안식당 ,부안식당,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 8-14,서울특별시 서대문구 명지대길,서울특별시 서대문구 명지대길 68-1,120120,3675.0,126.923464477557,37.5830963032616
326,지영이네 ,지영이네,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-111,서울특별시 서대문구 홍은중앙로8길,서울특별시 서대문구 홍은중앙로8길 5,120100,3605.0,126.94786666051,37.5989583150401
327,군자대한곱창 신촌점,군자대한곱창,신촌점,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 57-23,서울특별시 서대문구 연세로5나길,서울특별시 서대문구 연세로5나길 8,120834,3789.0,126.935801769372,37.5571051153843
328,포방돈카 ,포방돈카,,음식,양식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-123,서울특별시 서대문구 포방터길,서울특별시 서대문구 포방터길 43,120841,3605.0,126.948878721352,37.5986609813934
329,현명식탁 ,현명식탁,,음식,양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 13-2,서울특별시 서대문구 명물길,서울특별시 서대문구 명물길 32,120833,3777.0,126.938425772916,37.5580297780237
330,아건 ,아건,,음식,별식/퓨전요리,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 56-51,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 63,120808,3766.0,126.944908042073,37.5590519986336
331,60계치킨홍제 홍은점,60계치킨홍제,홍은점,음식,닭/오리요리,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 266-24,서울특별시 서대문구 세무서길,서울특별시 서대문구 세무서길 73,120857,3624.0,126.946617503579,37.5911712413649
332,피카소 ,피카소,,음식,유흥주점,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 295-5,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 42,120120,3712.0,126.914239754489,37.5704333591557
333,7번가피자 신촌마포점,7번가피자,신촌마포점,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 502-10,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 39,120836,3785.0,126.93098704234,37.5574220344258
334,안동명가 ,안동명가,,음식,한식,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 392-26,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 127,120817,3715.0,126.905855633772,37.5740231615885
335,호남기사식당 ,호남기사식당,,음식,한식,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 1-518,서울특별시 서대문구 북아현로,서울특별시 서대문구 북아현로 70,120866,3748.0,126.954898408414,37.5633757473231
336,우리동네 ,우리동네,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 307-34,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 61,120814,3681.0,126.910144824327,37.5787752518167
337,스시히바리 ,스시히바리,,음식,일식/수산물,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 45-5,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 189,120808,3767.0,126.946960538536,37.5571691281343
338,문화촌초밥집 ,문화촌초밥집,,음식,일식/수산물,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 266-21,서울특별시 서대문구 세무서7길,서울특별시 서대문구 세무서7길 12-6,120857,3624.0,126.946520578853,37.5916208939919
339,조은예감 ,조은예감,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 292-11,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 104,120130,3682.0,126.913000007894,37.5817389514143
340,부엌2호 ,부엌2호,,음식,한식,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길,서울특별시 서대문구 북아현로11가길 7,120763,3762.0,126.954041287563,37.5631519069777
341,백채김치찌개 명지대점,백채김치찌개,명지대점,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 338-1,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 123,120806,3692.0,126.923741877223,37.5771970513211
342,행운포차 ,행운포차,,음식,유흥주점,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 330-76,서울특별시 서대문구 통일로39가길,서울특별시 서대문구 통일로39가길 10-2,120090,3636.0,126.943585446938,37.5885852011751
343,수원갈비 ,수원갈비,,음식,한식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 102-19,서울특별시 서대문구 수색로2길,서울특별시 서대문구 수색로2길 14,120120,3712.0,126.916246450784,37.5694426380205
344,든든김밥 서대문구본점,든든김밥,서대문구본점,음식,분식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 385,서울특별시 서대문구 가재울미래로,서울특별시 서대문구 가재울미래로 2,120121,3711.0,126.917827900867,37.5743677926814
345,정통꼬리막창 ,정통꼬리막창,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-128,서울특별시 서대문구 연세로9길,서울특별시 서대문구 연세로9길 17,120834,3788.0,126.935839261677,37.5584480023296
346,본죽&비빔밥CAFE 연세암병원점,본죽&비빔밥CAFE,연세암병원점,음식,한식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
347,207파스타 ,207파스타,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 290-15,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 207,120812,3685.0,126.915373193656,37.5804813130096
348,바다양푼이동태탕 북가좌점,바다양푼이동태탕,북가좌점,음식,일식/수산물,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 300-14,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 78,120813,3683.0,126.911511025647,37.5798060269393
349,청와면옥함흥냉면숯불갈비 ,청와면옥함흥냉면숯불갈비,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 308-2,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 75,120130,3679.0,126.910898432722,37.5798904798237
350,풍미 ,풍미,,음식,한식,서울특별시,서대문구,홍제2동,홍제동,서울특별시 서대문구 홍제동 19-18,서울특별시 서대문구 통일로28길,서울특별시 서대문구 통일로28길 5,120090,3633.0,126.950117964036,37.583804922855
351,치킨로하스 ,치킨로하스,,음식,닭/오리요리,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 294-16,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 90,120130,3682.0,126.912289664334,37.5807592906957
352,리노호프치킨 ,리노호프치킨,,음식,유흥주점,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 90-4,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 541,120160,3721.0,126.945044938804,37.5645946160872
