,이름,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,구우편번호,신우편번호,경도,위도
201,테이블비 ,테이블비,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 20-51,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 119,120833,3780.0,126.939006868199,37.5561608384568
202,떡튀순일번가 홍제점,떡튀순일번가,홍제점,음식,분식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 254-1,서울특별시 서대문구 세무서1길,서울특별시 서대문구 세무서1길 7,120857,3629.0,126.945142087231,37.5890045894204
203,하하비어 ,하하비어,,음식,유흥주점,서울특별시,서대문구,홍제2동,홍제동,서울특별시 서대문구 홍제동 216-1,서울특별시 서대문구 세무서2길,서울특별시 서대문구 세무서2길 18,120090,3630.0,126.94657152094,37.588810117634
204,오바다 ,오바다,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 409-52,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 21-9,120848,3662.0,126.925210225527,37.579796402426
205,배스킨라빈스31북가좌점 북가좌점,배스킨라빈스31북가좌점,북가좌점,음식,패스트푸드,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 307-8,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 53,120814,3681.0,126.9097570371,37.5781950086813
206,오십구년옛날통닭 ,오십구년옛날통닭,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 278-1,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 126,120812,3667.0,126.914230393475,37.5835523440771
207,우정생고기 ,우정생고기,,음식,한식,서울특별시,서대문구,홍제2동,홍제동,서울특별시 서대문구 홍제동 139-13,서울특별시 서대문구 홍제원길,서울특별시 서대문구 홍제원길 4-1,120090,3632.0,126.947259891517,37.5865636693236
208,어도횟집 ,어도횟집,,음식,일식/수산물,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 90-14,서울특별시 서대문구 충정로6안길,서울특별시 서대문구 충정로6안길 4,120020,3739.0,126.96759949411,37.5624783332585
209,디코아트 ,디코아트,,음식,별식/퓨전요리,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 221-7,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 231,120822,3774.0,126.95157486093,37.5574174332628
210,디디치킨독립문점 독립문점,디디치킨독립문점,독립문점,음식,닭/오리요리,서울특별시,서대문구,천연동,옥천동,서울특별시 서대문구 옥천동 124-2,서울특별시 서대문구 독립문로4길,서울특별시 서대문구 독립문로4길 5-6,120040,3744.0,126.960068956697,37.5700530609878
211,막걸리싸롱 ,막걸리싸롱,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-8,서울특별시 서대문구 연세로11길,서울특별시 서대문구 연세로11길 10,120834,3788.0,126.936272294439,37.5590375803416
212,낙원집 ,낙원집,,음식,분식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 298-7,서울특별시 서대문구 통일로40안길,서울특별시 서대문구 통일로40안길 3-10,120090,3628.0,126.943470919347,37.5910800441591
213,세화네 ,세화네,,음식,유흥주점,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-149,서울특별시 서대문구 포방터2길,서울특별시 서대문구 포방터2길 3,120100,3606.0,126.949327587495,37.5989533093199
214,궁전순대국 ,궁전순대국,,음식,별식/퓨전요리,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 299-3,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 80,120130,3683.0,126.911677940709,37.5800057935957
215,피자스쿨 연희점,피자스쿨,연희점,음식,패스트푸드,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 194-30,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 82,120830,3726.0,126.930139894846,37.5652173555281
216,달카페 ,달카페,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 13-14,서울특별시 서대문구 연세로4길,서울특별시 서대문구 연세로4길 29,120833,3777.0,126.938294828804,37.5576862054464
217,써브웨이충정로점 충정로점,써브웨이충정로점,충정로점,음식,패스트푸드,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 470,서울특별시 서대문구 충정로,서울특별시 서대문구 충정로 23,120714,3737.0,126.962932122793,37.5611309165186
218,연안정육점식당 ,연안정육점식당,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 330-15,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 258,120130,3677.0,126.911623249104,37.5837626018184
219,대진아이엠 ,대진아이엠,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 740,서울특별시 서대문구 연희로32길,서울특별시 서대문구 연희로32길 48,120734,3719.0,126.937366974479,37.5759959680567
220,민영이네 ,민영이네,,음식,분식,서울특별시,서대문구,홍제2동,홍제동,서울특별시 서대문구 홍제동 460,서울특별시 서대문구 통일로34길,서울특별시 서대문구 통일로34길 46,120787,3633.0,126.950506222848,37.5859888843694
221,제주돈이야기 ,제주돈이야기,,음식,한식,서울특별시,서대문구,천연동,옥천동,서울특별시 서대문구 옥천동 7-1,서울특별시 서대문구 통일로11길,서울특별시 서대문구 통일로11길 10,120040,3734.0,126.962479273385,37.5692993749833
222,파파노다이닝 ,파파노다이닝,,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 34-51,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 88-14,120808,3765.0,126.944110639809,37.5594142961916
223,연세대하얀샘 ,연세대하얀샘,,음식,분식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
224,참나라숯불바베큐 ,참나라숯불바베큐,,음식,양식,서울특별시,서대문구,천연동,영천동,서울특별시 서대문구 영천동 69-9,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 700,120070,3734.0,126.959608978828,37.5713825464746
225,도깨비손칼국수 ,도깨비손칼국수,,음식,분식,서울특별시,서대문구,천연동,영천동,서울특별시 서대문구 영천동 198,서울특별시 서대문구 영천시장길,서울특별시 서대문구 영천시장길 40,120040,3734.0,126.961378675109,37.5702988615485
226,봉설렁탕 ,봉설렁탕,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 18-62,서울특별시 서대문구 명물길,서울특별시 서대문구 명물길 4,120833,3777.0,126.937236555433,37.557289236954
227,와사비횟집 ,와사비횟집,,음식,일식/수산물,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 5-94,서울특별시 서대문구 연세로4길,서울특별시 서대문구 연세로4길 48,120833,3777.0,126.939082148409,37.558035678028
228,킹샤브 ,킹샤브,,음식,별식/퓨전요리,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 293-1,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 102-18,120812,3682.0,126.913242972897,37.5813807748793
229,요릿집 ,요릿집,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 137-4,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 36,120825,3708.0,126.931063034105,37.5679468522713
230,포베이세브란스점 세브란스점,포베이세브란스점,세브란스점,음식,별식/퓨전요리,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
231,역전주야식당 ,역전주야식당,,음식,음식배달서비스,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 291-26,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 26-2,120805,3712.0,126.915580751625,37.5692923589403
232,녹원쌈밥 ,녹원쌈밥,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 82-3,서울특별시 서대문구 연희로25길,서울특별시 서대문구 연희로25길 22,120824,3697.0,126.934122818117,37.5724706959147
233,신내린갈비찜신나는쭈꾸미 ,신내린갈비찜신나는쭈꾸미,,음식,일식/수산물,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 421-27,서울특별시 서대문구 명지대길,서울특별시 서대문구 명지대길 34,120848,3675.0,126.924581104562,37.5818180018861
234,버텍스미국식덮밥 이대점,버텍스미국식덮밥,이대점,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 34-19,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 52-39,120808,3765.0,126.945128666231,37.559459438119
235,반올림피자샵홍제 연희점,반올림피자샵홍제,연희점,음식,패스트푸드,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 330-117,서울특별시 서대문구 통일로39길,서울특별시 서대문구 통일로39길 22-58,120859,3637.0,126.94161940284,37.5898921100359
236,마포가든 ,마포가든,,음식,한식,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 130-7,서울특별시 서대문구 북아현로2길,서울특별시 서대문구 북아현로2길 11,120819,3757.0,126.956923695359,37.5585640804492
237,샵402 ,샵402,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 402-1,서울특별시 서대문구 가좌로,서울특별시 서대문구 가좌로 97,120100,3662.0,126.926807527655,37.5813066545495
238,오리옥스신촌세브란스점 신촌세브란스점,오리옥스신촌세브란스점,신촌세브란스점,음식,부페,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
239,생고기전문점 ,생고기전문점,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 274-3,서울특별시 서대문구 모래내로,서울특별시 서대문구 모래내로 347,120100,3654.0,126.934936285391,37.581326218392
240,찜닭로드 ,찜닭로드,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 33-7,서울특별시 서대문구 연세로9길,서울특별시 서대문구 연세로9길 10-6,120834,3788.0,126.936513920294,37.5587604348715
241,버거헌터 세브란스병원점,버거헌터,세브란스병원점,음식,패스트푸드,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
242,이화원 ,이화원,,음식,중식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 315-1,서울특별시 서대문구 통일로37길,서울특별시 서대문구 통일로37길 19,120090,3646.0,126.944247440844,37.587410767558
243,백년추어탕 ,백년추어탕,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 133-1,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 9,120825,3703.0,126.931373501797,37.5691930950393
244,엔터바 ,엔터바,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-19,서울특별시 서대문구 연세로9길,서울특별시 서대문구 연세로9길 10-7,120834,3788.0,126.936161558643,37.5588653850785
245,풍년식당 ,풍년식당,,음식,한식,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 382-18,서울특별시 서대문구 수색로10길,서울특별시 서대문구 수색로10길 12-1,120816,3714.0,126.905412166528,37.5757039852752
246,미스사이공 충정로역점,미스사이공,충정로역점,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 480,서울특별시 서대문구 경기대로,서울특별시 서대문구 경기대로 26-26,120013,3737.0,126.962175358464,37.5610161416097
247,페리카나홍제점 홍제점,페리카나홍제점,홍제점,음식,닭/오리요리,서울특별시,서대문구,홍제2동,홍제동,서울특별시 서대문구 홍제동 217-1,서울특별시 서대문구 세무서2길,서울특별시 서대문구 세무서2길 24,120090,3630.0,126.946867657301,37.5886866152771
248,고기각 ,고기각,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 307-9,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 192,120814,3681.0,126.909600399824,37.5780674170149
249,고흥식당2 ,고흥식당2,,음식,한식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 294-36,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 476,120857,3628.0,126.942443437038,37.5908726144332
250,바르다김선생 가재울뉴타운점,바르다김선생,가재울뉴타운점,음식,분식,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 481,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 100,120725,3709.0,126.910704682403,37.573761655028
251,유가네기사식당 ,유가네기사식당,,음식,한식,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 187-10,서울특별시 서대문구 북아현로,서울특별시 서대문구 북아현로 93,120818,3761.0,126.952751766469,37.5647082847374
252,청기와식당 ,청기와식당,,음식,한식,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 1-778,서울특별시 서대문구 북아현로,서울특별시 서대문구 북아현로 98,120866,3747.0,126.952506774046,37.5652287143005
253,문영 ,문영,,음식,한식,서울특별시,서대문구,충현동,합동,서울특별시 서대문구 합동 18-3,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 59,120030,3741.0,126.967790022632,37.5617952078105
254,사조회참치 서대문점,사조회참치,서대문점,음식,일식/수산물,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로2가 157,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 107-39,120707,3740.0,126.966104301464,37.5641952475034
255,배달돼지소태식품 ,배달돼지소태식품,,음식,분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 53-23,서울특별시 서대문구 연세로7길,서울특별시 서대문구 연세로7길 46,120834,3787.0,126.9343740994,37.5580112984797
256,압구정봉구비어 ,압구정봉구비어,,음식,유흥주점,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 292-16,서울특별시 서대문구 간호대로,서울특별시 서대문구 간호대로 23,120090,3619.0,126.947795710478,37.596759158216
257,술이생각 ,술이생각,,음식,유흥주점,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 90-20,서울특별시 서대문구 통일로27길,서울특별시 서대문구 통일로27길 9,120853,3730.0,126.948889321894,37.5834155527623
258,7번가피자 가좌연희점,7번가피자,가좌연희점,음식,패스트푸드,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 339-31,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 112,120807,3666.0,126.925104899601,37.5768850979374
259,아부아부 ,아부아부,,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 53-23,서울특별시 서대문구 이화여대2가길,서울특별시 서대문구 이화여대2가길 12,120808,3767.0,126.946259180898,37.5579467756907
260,달롤 ,달롤,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 192-28,서울특별시 서대문구 연희로11가길,서울특별시 서대문구 연희로11가길 51,120825,3707.0,126.927531699259,37.566338008346
261,야자클럽 ,야자클럽,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 53-79,서울특별시 서대문구 연세로11길,서울특별시 서대문구 연세로11길 35,120834,3787.0,126.934815100267,37.5588352239511
262,007떡볶이 ,007떡볶이,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 446-170,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 273,120832,3706.0,126.920559678609,37.5670673775696
263,인삼갈비생삼겹 ,인삼갈비생삼겹,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 274-58,서울특별시 서대문구 모래내로,서울특별시 서대문구 모래내로 342,120100,3658.0,126.934654538007,37.5804406604812
264,대피공간 ,대피공간,,음식,유흥주점,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 250-4,서울특별시 서대문구 충정로4길,서울특별시 서대문구 충정로4길 5-6,120840,3741.0,126.964177658053,37.5610967988904
265,딸기골분식 ,딸기골분식,,음식,분식,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 84-8,서울특별시 서대문구 연대동문길,서울특별시 서대문구 연대동문길 29,120160,3721.0,126.943809517337,37.5639077904584
266,푸라닭치킨 홍제점,푸라닭치킨,홍제점,음식,닭/오리요리,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 279-24,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 94,120863,3618.0,126.949133899136,37.5958159840372
267,평동양곱창 ,평동양곱창,,음식,한식,서울특별시,서대문구,천연동,냉천동,서울특별시 서대문구 냉천동 263,서울특별시 서대문구 경기대로,서울특별시 서대문구 경기대로 84,120050,3735.0,126.964774447387,37.566228956048
268,케이엠지엠 신촌점,케이엠지엠,신촌점,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 57-59,서울특별시 서대문구 연세로5가길,서울특별시 서대문구 연세로5가길 27,120834,3789.0,126.935098853932,37.557188881388
269,부엉이돈까스 ,부엉이돈까스,,음식,양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 5-70,서울특별시 서대문구 연세로4길,서울특별시 서대문구 연세로4길 62,120833,3777.0,126.939743457881,37.5584921386041
270,마산아구찜 ,마산아구찜,,음식,일식/수산물,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 125-24,서울특별시 서대문구 북아현로2안길,서울특별시 서대문구 북아현로2안길 7,120819,3757.0,126.957019631109,37.5581774803162
271,깡통집 ,깡통집,,음식,유흥주점,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 410-41,서울특별시 서대문구 증가로10길,서울특별시 서대문구 증가로10길 62,120100,3662.0,126.925293868989,37.5794908119088
272,이집이네포차 ,이집이네포차,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 293-4,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 94,120812,3682.0,126.912555713406,37.5811491867917
273,두찜 신촌점,두찜,신촌점,음식,닭/오리요리,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-150,서울특별시 서대문구 연세로11길,서울특별시 서대문구 연세로11길 16,120834,3788.0,126.935876328945,37.5590250016851
274,장수가든 ,장수가든,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 3-96,서울특별시 서대문구 경기대로9길,서울특별시 서대문구 경기대로9길 81,120837,3752.0,126.959683205542,37.5644181623244
275,헬로앨리스마켓24 홍은점,헬로앨리스마켓24,홍은점,음식,패스트푸드,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-305,서울특별시 서대문구 홍은중앙로,서울특별시 서대문구 홍은중앙로 119,120841,3602.0,126.948957604933,37.6011034869643
276,연향 ,연향,,음식,한식,서울특별시,서대문구,천연동,냉천동,서울특별시 서대문구 냉천동 185-4,서울특별시 서대문구 통일로9안길,서울특별시 서대문구 통일로9안길 20-1,120050,3735.0,126.965044337958,37.566357468077
277,101번지남산돈까스 현대백화점신촌점,101번지남산돈까스,현대백화점신촌점,음식,양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 30-33,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 83,120706,3789.0,126.935827820491,37.556069154454
278,한우마을생고기 ,한우마을생고기,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 453-2,서울특별시 서대문구 세검정로1길,서울특별시 서대문구 세검정로1길 35,120761,3615.0,126.943899084582,37.5936338053595
279,호프하우스 ,호프하우스,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 300-12,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 72,120130,3683.0,126.911144943979,37.5792890609303
280,해피돈까스 ,해피돈까스,,음식,양식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 266-41,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 52-10,120857,3624.0,126.946526312883,37.5920174007253
281,가든쿡 명지대점,가든쿡,명지대점,음식,일식/수산물,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 5-167,서울특별시 서대문구 명지대3길,서울특별시 서대문구 명지대3길 8,120800,3672.0,126.923238165075,37.5823013282371
282,비어앤펜슬 ,비어앤펜슬,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 72-31,서울특별시 서대문구 연세로5다길,서울특별시 서대문구 연세로5다길 41,120834,3787.0,126.933235712924,37.5568837291414
283,백년토종삼계탕추어탕 ,백년토종삼계탕추어탕,,음식,닭/오리요리,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 330-102,서울특별시 서대문구 통일로39나길,서울특별시 서대문구 통일로39나길 2,120859,3637.0,126.943279894903,37.588573455631
284,피자마루 가재울점,피자마루,가재울점,음식,패스트푸드,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 304-50,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 178-1,120130,3691.0,126.910722203303,37.5772217912928
285,해구 ,해구,,음식,유흥주점,서울특별시,서대문구,충현동,합동,서울특별시 서대문구 합동 117,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 37,120030,3741.0,126.965574304378,37.5607756589765
286,명가참치부페 ,명가참치부페,,음식,일식/수산물,서울특별시,서대문구,천연동,현저동,서울특별시 서대문구 현저동 200,서울특별시 서대문구 독립문공원길,서울특별시 서대문구 독립문공원길 17,120796,3733.0,126.955180258127,37.5723706167816
287,여리네닭갈비 ,여리네닭갈비,,음식,닭/오리요리,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 325-16,서울특별시 서대문구 증가로10길,서울특별시 서대문구 증가로10길 36-3,120806,3665.0,126.924330976239,37.5787431920828
288,미요 ,미요,,음식,일식/수산물,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 107-5,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 150,120130,3690.0,126.913180802262,37.5755324866181
289,오십구년옛날통닭 ,오십구년옛날통닭,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 344-3,서울특별시 서대문구 증가로31길,서울특별시 서대문구 증가로31길 42-8,120814,3678.0,126.909546940874,37.5825090220154
290,빅스 ,빅스,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 132-54,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 31,120825,3703.0,126.930442331791,37.5678150850619
291,틸트 ,틸트,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-151,서울특별시 서대문구 연세로11길,서울특별시 서대문구 연세로11길 27,120834,3788.0,126.935278837867,37.5588574277617
292,우리회수산 ,우리회수산,,음식,일식/수산물,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 91-4,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 379,120090,3730.0,126.948995435748,37.5839210782317
293,이삭토스트 증산역점,이삭토스트,증산역점,음식,패스트푸드,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 342-8,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 260,120130,3677.0,126.911440413866,37.5838780501949
294,봉쥬비어 ,봉쥬비어,,음식,유흥주점,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-132,서울특별시 서대문구 포방터길,서울특별시 서대문구 포방터길 45,120100,3605.0,126.948922999452,37.5987334584993
295,리춘시장 신촌점,리춘시장,신촌점,음식,중식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 33-13,서울특별시 서대문구 연세로9길,서울특별시 서대문구 연세로9길 10-4,120834,3788.0,126.936435854404,37.558678638088
296,버거킹연세로점 연세로점,버거킹연세로점,연세로점,음식,패스트푸드,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 33-38,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 25,120834,3788.0,126.936673459346,37.5578878634636
297,아워홈푸드엠파이어몸바이 ,아워홈푸드엠파이어몸바이,,음식,기타음식업,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
298,제주수산 ,제주수산,,음식,일식/수산물,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 48-167,서울특별시 서대문구 통일로42길,서울특별시 서대문구 통일로42길 10,120101,3615.0,126.942186678899,37.5922128557965
299,가보족발 서대문점,가보족발,서대문점,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 311-22,서울특별시 서대문구 거북골로20길,서울특별시 서대문구 거북골로20길 53-28,120814,3679.0,126.909888346887,37.5808362521587
300,문상이포차카야505 ,문상이포차카야505,,음식,일식/수산물,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-56,서울특별시 서대문구 연세로7안길,서울특별시 서대문구 연세로7안길 17,120834,3788.0,126.935856728753,37.5580156607905
301,연희노가리 ,연희노가리,,음식,유흥주점,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 187-61,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 88,120830,3725.0,126.93037922645,37.5658953027135
302,계림원 자락길점,계림원,자락길점,음식,닭/오리요리,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 156-330,서울특별시 서대문구 모래내로28길,서울특별시 서대문구 모래내로28길 1,120855,3730.0,126.94672663144,37.5858380829969
303,장미맨숀 명지대점,장미맨숀,명지대점,음식,유흥주점,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 401-25,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 12-15,120848,3675.0,126.92545388357,37.5809609564976
304,신촌뼈구이 ,신촌뼈구이,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-47,서울특별시 서대문구 연세로7안길,서울특별시 서대문구 연세로7안길 7,120834,3788.0,126.936173599332,37.5580185164173
305,뜸들이다 서대문점,뜸들이다,서대문점,음식,한식,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로2가 69-32,서울특별시 서대문구 경기대로9길,서울특별시 서대문구 경기대로9길 5,120012,3752.0,126.963462749952,37.5644964590781
306,노브랜드버거 명지대점,노브랜드버거,명지대점,음식,패스트푸드,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 324-34,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 31-1,120806,3665.0,126.924161089868,37.5795345551166
307,던킨도너츠 서대문홍은점,던킨도너츠,서대문홍은점,음식,패스트푸드,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 342-16,서울특별시 서대문구 가좌로,서울특별시 서대문구 가좌로 146,120848,3655.0,126.923776337925,37.5850273615695
